gene_id	colors
cpc54_18048	red
cpc54_18049	turquoise
cpc54_18050	grey
cpc54_18051	grey
cpc54_18052	grey
cpc54_18053	red
cpc54_18054	turquoise
cpc54_18055	royalblue
cpc54_18058	greenyellow
cpc54_18059	green
cpc54_1806	cyan
cpc54_18060	red
cpc54_18062	midnightblue
cpc54_18064	red
cpc54_18066	black
cpc54_18067	lightgreen
cpc54_18068	turquoise
cpc54_1807	lightcyan
cpc54_18070	greenyellow
cpc54_18071	lightyellow
cpc54_18072	brown
cpc54_18073	green
cpc54_18075	blue
cpc54_18076	greenyellow
cpc54_18077	turquoise
cpc54_18079	red
cpc54_1808	turquoise
cpc54_18080	midnightblue
cpc54_18082	black
cpc54_18083	greenyellow
cpc54_18084	purple
cpc54_18085	grey
cpc54_18086	thistle2
cpc54_18087	yellow
cpc54_18089	turquoise
cpc54_1809	grey
cpc54_18090	green
cpc54_18091	yellow
cpc54_18092	green
cpc54_18093	salmon
cpc54_18094	turquoise
cpc54_18096	turquoise
cpc54_18098	brown
cpc54_18099	turquoise
cpc54_181	green
cpc54_1810	grey
cpc54_18100	blue
cpc54_18101	grey
cpc54_18103	grey
cpc54_18104	grey
cpc54_18105	turquoise
cpc54_18106	magenta
cpc54_18107	grey60
cpc54_18108	purple
cpc54_18109	brown
cpc54_1811	yellow
cpc54_18110	grey
cpc54_18111	brown
cpc54_18112	yellow
cpc54_18113	salmon
cpc54_18114	yellow
cpc54_18115	green
cpc54_18116	turquoise
cpc54_18117	midnightblue
cpc54_18118	grey
cpc54_18119	turquoise
cpc54_1812	pink
cpc54_18120	tan
cpc54_18121	turquoise
cpc54_18122	turquoise
cpc54_18123	black
cpc54_18124	green
cpc54_18125	turquoise
cpc54_18126	turquoise
cpc54_18127	pink
cpc54_18128	turquoise
cpc54_18129	yellow
cpc54_1813	blue
cpc54_18132	white
cpc54_18133	greenyellow
cpc54_18134	skyblue
cpc54_18135	yellow
cpc54_18136	purple
cpc54_18137	steelblue
cpc54_18138	turquoise
cpc54_18139	grey60
cpc54_1814	turquoise
cpc54_18140	skyblue
cpc54_18142	green
cpc54_18144	grey
cpc54_18145	greenyellow
cpc54_18146	magenta
cpc54_18147	magenta
cpc54_18148	yellow
cpc54_18149	brown
cpc54_1815	turquoise
cpc54_18150	brown
cpc54_18151	blue
cpc54_18152	skyblue
cpc54_18153	darkred
cpc54_18155	green
cpc54_18156	turquoise
cpc54_18157	turquoise
cpc54_18158	red
cpc54_18159	grey
cpc54_1816	brown
cpc54_18160	yellow
cpc54_18161	yellow
cpc54_18162	greenyellow
cpc54_18163	black
cpc54_18164	turquoise
cpc54_18165	grey
cpc54_18168	yellow
cpc54_18169	midnightblue
cpc54_1817	tan
cpc54_18170	lightgreen
cpc54_18171	blue
cpc54_18172	greenyellow
cpc54_18173	pink
cpc54_18174	yellow
cpc54_18176	salmon
cpc54_18177	pink
cpc54_18178	red
cpc54_18179	salmon
cpc54_1818	skyblue
cpc54_18180	lightyellow
cpc54_18181	grey
cpc54_18182	yellow
cpc54_18183	yellow
cpc54_18184	royalblue
cpc54_18185	midnightblue
cpc54_18186	turquoise
cpc54_18187	turquoise
cpc54_18188	blue
cpc54_18189	green
cpc54_1819	turquoise
cpc54_18190	turquoise
cpc54_18191	purple
cpc54_18192	grey60
cpc54_18193	blue
cpc54_18194	pink
cpc54_18195	brown
cpc54_18196	green
cpc54_18197	turquoise
cpc54_18198	red
cpc54_182	plum1
cpc54_1820	yellow
cpc54_18200	royalblue
cpc54_18201	turquoise
cpc54_18205	magenta
cpc54_18207	royalblue
cpc54_18208	turquoise
cpc54_1821	red
cpc54_18210	grey
cpc54_18211	blue
cpc54_18213	violet
cpc54_18214	blue
cpc54_18215	grey
cpc54_18216	pink
cpc54_18217	black
cpc54_18218	brown
cpc54_18219	brown
cpc54_1822	darkgrey
cpc54_18221	green
cpc54_18223	red
cpc54_18224	turquoise
cpc54_18225	greenyellow
cpc54_18226	bisque4
cpc54_18227	grey
cpc54_18228	grey
cpc54_18229	red
cpc54_1823	green
cpc54_18230	blue
cpc54_18233	grey
cpc54_18234	salmon4
cpc54_18235	black
cpc54_18236	yellow
cpc54_18237	darkturquoise
cpc54_18239	black
cpc54_1824	steelblue
cpc54_18240	lightcyan
cpc54_18241	sienna3
cpc54_18242	salmon
cpc54_18243	turquoise
cpc54_18244	turquoise
cpc54_18248	turquoise
cpc54_1825	orange
cpc54_18250	turquoise
cpc54_18251	darkgrey
cpc54_18253	green
cpc54_18254	turquoise
cpc54_18255	brown
cpc54_18256	grey
cpc54_18257	lightyellow
cpc54_18258	blue
cpc54_18259	turquoise
cpc54_1826	tan
cpc54_18260	violet
cpc54_18261	cyan
cpc54_18262	blue
cpc54_18263	turquoise
cpc54_18264	blue
cpc54_18265	grey
cpc54_18266	black
cpc54_18267	turquoise
cpc54_18268	royalblue
cpc54_18269	pink
cpc54_1827	yellow
cpc54_18270	grey
cpc54_18272	blue
cpc54_18273	magenta
cpc54_18274	red
cpc54_18275	yellow
cpc54_18276	grey
cpc54_18277	yellow
cpc54_18278	yellow
cpc54_18279	grey60
cpc54_1828	turquoise
cpc54_18280	magenta
cpc54_18281	green
cpc54_18282	lightyellow
cpc54_18283	greenyellow
cpc54_18286	magenta
cpc54_18287	greenyellow
cpc54_18288	brown
cpc54_18289	green
cpc54_1829	yellow
cpc54_18290	turquoise
cpc54_18291	steelblue
cpc54_18292	pink
cpc54_18293	tan
cpc54_18294	brown
cpc54_18295	turquoise
cpc54_18297	paleturquoise
cpc54_18298	blue
cpc54_18299	greenyellow
cpc54_183	yellow
cpc54_1830	steelblue
cpc54_18301	blue
cpc54_18302	lightcyan
cpc54_18303	turquoise
cpc54_18304	grey
cpc54_18306	yellowgreen
cpc54_18308	turquoise
cpc54_18309	pink
cpc54_1831	grey
cpc54_18310	grey
cpc54_18311	purple
cpc54_18312	grey
cpc54_18313	red
cpc54_18315	grey
cpc54_18317	tan
cpc54_18318	skyblue
cpc54_18319	turquoise
cpc54_1832	grey
cpc54_18320	blue
cpc54_18321	red
cpc54_18322	darkorange
cpc54_18323	darkorange
cpc54_18324	red
cpc54_18325	blue
cpc54_18326	blue
cpc54_18327	turquoise
cpc54_18328	tan
cpc54_18329	lightcyan
cpc54_1833	grey
cpc54_18330	greenyellow
cpc54_18331	turquoise
cpc54_18332	darkgrey
cpc54_18333	grey
cpc54_18334	tan
cpc54_18335	grey
cpc54_18336	ivory
cpc54_18337	brown
cpc54_18338	brown
cpc54_1834	turquoise
cpc54_18341	yellow
cpc54_18342	blue
cpc54_18343	blue
cpc54_18344	cyan
cpc54_18345	grey60
cpc54_18346	turquoise
cpc54_18347	grey
cpc54_18348	turquoise
cpc54_1835	midnightblue
cpc54_18350	yellow
cpc54_18351	yellow
cpc54_18352	sienna3
cpc54_18353	turquoise
cpc54_18354	yellow
cpc54_18355	greenyellow
cpc54_18356	yellow
cpc54_18357	yellow
cpc54_18358	grey60
cpc54_18359	darkred
cpc54_1836	black
cpc54_18360	salmon
cpc54_18361	tan
cpc54_18362	purple
cpc54_18363	turquoise
cpc54_18364	turquoise
cpc54_18365	turquoise
cpc54_18366	blue
cpc54_18367	turquoise
cpc54_18368	turquoise
cpc54_1837	turquoise
cpc54_18370	grey
cpc54_18371	purple
cpc54_18374	grey
cpc54_18375	cyan
cpc54_18376	yellow
cpc54_18377	yellow
cpc54_1838	turquoise
cpc54_18381	black
cpc54_18383	orange
cpc54_18384	lightyellow
cpc54_18385	midnightblue
cpc54_18386	turquoise
cpc54_18387	grey
cpc54_18388	greenyellow
cpc54_18389	turquoise
cpc54_1839	salmon
cpc54_18390	palevioletred3
cpc54_18393	grey
cpc54_18395	magenta
cpc54_18396	royalblue
cpc54_18397	green
cpc54_18398	lightgreen
cpc54_18399	blue
cpc54_184	green
cpc54_1840	magenta
cpc54_18400	red
cpc54_18401	turquoise
cpc54_18402	turquoise
cpc54_18403	turquoise
cpc54_18404	turquoise
cpc54_18405	cyan
cpc54_18406	brown
cpc54_18407	saddlebrown
cpc54_18408	brown
cpc54_18409	green
cpc54_1841	brown
cpc54_18410	grey
cpc54_18411	lavenderblush3
cpc54_18412	purple
cpc54_18413	turquoise
cpc54_18414	turquoise
cpc54_18416	greenyellow
cpc54_18417	brown
cpc54_18418	turquoise
cpc54_18419	brown
cpc54_18420	red
cpc54_18421	grey
cpc54_18422	turquoise
cpc54_18423	brown
cpc54_18424	turquoise
cpc54_18425	blue
cpc54_18426	orange
cpc54_18427	yellow
cpc54_18428	turquoise
cpc54_18429	salmon
cpc54_1843	brown
cpc54_18430	lightcyan
cpc54_18433	lightcyan
cpc54_18435	royalblue
cpc54_18436	magenta
cpc54_18437	turquoise
cpc54_1844	grey
cpc54_18440	black
cpc54_18441	red
cpc54_18442	green
cpc54_18443	salmon
cpc54_18444	grey
cpc54_18445	brown
cpc54_18446	brown
cpc54_18447	turquoise
cpc54_18448	turquoise
cpc54_18449	grey
cpc54_1845	magenta
cpc54_18450	turquoise
cpc54_18451	green
cpc54_18452	red
cpc54_18453	turquoise
cpc54_18454	greenyellow
cpc54_18456	brown
cpc54_1846	salmon
cpc54_18460	lightyellow
cpc54_18461	blue
cpc54_18462	turquoise
cpc54_18463	turquoise
cpc54_18464	turquoise
cpc54_18465	royalblue
cpc54_18467	brown
cpc54_18468	blue
cpc54_18469	brown
cpc54_1847	turquoise
cpc54_18470	yellow
cpc54_18471	paleturquoise
cpc54_18472	green
cpc54_18473	yellow
cpc54_18474	brown
cpc54_18475	purple
cpc54_18476	turquoise
cpc54_18477	red
cpc54_18478	turquoise
cpc54_18479	blue
cpc54_1848	lightgreen
cpc54_18480	turquoise
cpc54_18481	turquoise
cpc54_18482	purple
cpc54_18483	salmon
cpc54_18484	blue
cpc54_18485	brown
cpc54_18486	lightgreen
cpc54_18487	grey
cpc54_18488	red
cpc54_18489	skyblue3
cpc54_1849	turquoise
cpc54_18490	greenyellow
cpc54_18491	black
cpc54_18492	black
cpc54_18493	blue
cpc54_18494	pink
cpc54_18495	magenta
cpc54_18496	royalblue
cpc54_18497	pink
cpc54_18498	grey
cpc54_18499	turquoise
cpc54_185	red
cpc54_1850	turquoise
cpc54_18500	salmon
cpc54_18501	red
cpc54_18502	grey
cpc54_18503	grey
cpc54_18506	turquoise
cpc54_18507	lightgreen
cpc54_18508	white
cpc54_18509	brown
cpc54_1851	turquoise
cpc54_18510	grey
cpc54_18511	yellow
cpc54_18512	grey
cpc54_18513	green
cpc54_18514	saddlebrown
cpc54_18515	grey
cpc54_18516	lightgreen
cpc54_18517	salmon
cpc54_18518	turquoise
cpc54_18519	grey60
cpc54_1852	lightsteelblue1
cpc54_18520	red
cpc54_18522	magenta
cpc54_18523	yellowgreen
cpc54_18524	salmon
cpc54_18525	grey
cpc54_18526	grey60
cpc54_18527	turquoise
cpc54_18528	yellow
cpc54_18529	green
cpc54_1853	royalblue
cpc54_18531	grey
cpc54_18532	lightcyan1
cpc54_18533	grey
cpc54_18534	blue
cpc54_18535	mediumpurple3
cpc54_18536	white
cpc54_18539	skyblue3
cpc54_1854	plum1
cpc54_18540	brown
cpc54_18541	greenyellow
cpc54_18543	pink
cpc54_18548	turquoise
cpc54_1855	orange
cpc54_18554	blue
cpc54_18559	turquoise
cpc54_1856	brown
cpc54_18561	tan
cpc54_18563	darkorange
cpc54_18565	lightcyan
cpc54_18566	tan
cpc54_18567	green
cpc54_18568	green
cpc54_18581	saddlebrown
cpc54_18582	plum1
cpc54_18583	brown
cpc54_18584	grey
cpc54_18585	darkgrey
cpc54_18586	lightsteelblue1
cpc54_18587	grey
cpc54_18588	magenta
cpc54_18589	brown
cpc54_1859	black
cpc54_18590	green
cpc54_18591	bisque4
cpc54_18594	cyan
cpc54_18595	darkgreen
cpc54_18596	grey
cpc54_18597	magenta
cpc54_18598	grey
cpc54_18599	darkolivegreen
cpc54_186	turquoise
cpc54_1860	black
cpc54_18601	orangered4
cpc54_18602	cyan
cpc54_18603	grey
cpc54_18604	magenta
cpc54_18606	cyan
cpc54_18609	grey
cpc54_1861	red
cpc54_18610	turquoise
cpc54_18611	red
cpc54_18612	grey
cpc54_18613	blue
cpc54_18614	pink
cpc54_18615	white
cpc54_18616	bisque4
cpc54_1862	red
cpc54_18621	darkorange2
cpc54_18622	cyan
cpc54_18625	brown
cpc54_18626	turquoise
cpc54_18627	turquoise
cpc54_18628	darkorange
cpc54_18629	steelblue
cpc54_1863	grey
cpc54_18630	red
cpc54_18631	brown
cpc54_18632	pink
cpc54_18633	midnightblue
cpc54_18634	green
cpc54_18635	brown
cpc54_18636	blue
cpc54_18639	blue
cpc54_1864	turquoise
cpc54_18640	turquoise
cpc54_18641	blue
cpc54_18642	grey
cpc54_18643	brown
cpc54_18644	darkgreen
cpc54_18645	turquoise
cpc54_18646	turquoise
cpc54_18647	brown
cpc54_18649	turquoise
cpc54_1865	blue
cpc54_18651	brown
cpc54_18652	grey
cpc54_18653	green
cpc54_18654	yellow
cpc54_18657	blue
cpc54_18658	green
cpc54_1866	lightcyan
cpc54_18660	grey60
cpc54_18661	darkred
cpc54_18662	midnightblue
cpc54_18663	turquoise
cpc54_18664	red
cpc54_18665	lightyellow
cpc54_18666	cyan
cpc54_18667	darkorange
cpc54_18668	salmon
cpc54_18669	lightyellow
cpc54_18670	grey
cpc54_18671	skyblue
cpc54_18672	green
cpc54_18673	greenyellow
cpc54_18674	grey
cpc54_18675	turquoise
cpc54_18676	floralwhite
cpc54_18677	palevioletred3
cpc54_18678	yellow
cpc54_18679	grey
cpc54_1868	grey
cpc54_18680	lightsteelblue1
cpc54_18681	grey
cpc54_18682	cyan
cpc54_18683	saddlebrown
cpc54_18684	royalblue
cpc54_18685	green
cpc54_18686	black
cpc54_18687	red
cpc54_18688	turquoise
cpc54_18689	red
cpc54_1869	brown
cpc54_18690	purple
cpc54_18691	tan
cpc54_18695	grey
cpc54_18697	yellowgreen
cpc54_18698	lightcyan1
cpc54_18699	lightcyan
cpc54_187	blue
cpc54_1870	turquoise
cpc54_18700	turquoise
cpc54_18701	darkgrey
cpc54_18702	brown
cpc54_18703	sienna3
cpc54_18704	brown
cpc54_18705	grey
cpc54_18706	blue
cpc54_18707	blue
cpc54_18709	red
cpc54_1871	grey
cpc54_18710	orangered4
cpc54_18713	blue
cpc54_18714	greenyellow
cpc54_18715	plum2
cpc54_18716	pink
cpc54_18717	grey
cpc54_18718	darkgrey
cpc54_18719	turquoise
cpc54_1872	black
cpc54_18720	grey
cpc54_18721	yellow
cpc54_18722	cyan
cpc54_18725	cyan
cpc54_18726	turquoise
cpc54_18727	grey
cpc54_18728	brown
cpc54_1873	midnightblue
cpc54_18730	purple
cpc54_18731	turquoise
cpc54_18732	darkorange
cpc54_18733	purple
cpc54_18735	tan
cpc54_18736	pink
cpc54_18737	cyan
cpc54_18738	black
cpc54_18739	salmon4
cpc54_1874	grey
cpc54_18740	blue
cpc54_18741	grey
cpc54_18742	lightpink4
cpc54_18744	tan
cpc54_18745	grey60
cpc54_18746	blue
cpc54_18747	green
cpc54_18748	blue
cpc54_18749	pink
cpc54_18750	tan
cpc54_18751	purple
cpc54_18752	turquoise
cpc54_18753	lightgreen
cpc54_18755	brown
cpc54_18756	turquoise
cpc54_18757	greenyellow
cpc54_18758	green
cpc54_18759	turquoise
cpc54_1876	brown
cpc54_18760	green
cpc54_18761	greenyellow
cpc54_18762	blue
cpc54_18763	purple
cpc54_18764	red
cpc54_18765	lightcyan
cpc54_18766	turquoise
cpc54_18767	lightcyan
cpc54_18768	darkgreen
cpc54_18769	grey
cpc54_1877	blue
cpc54_18770	grey60
cpc54_18771	paleturquoise
cpc54_18772	grey
cpc54_18773	turquoise
cpc54_18774	turquoise
cpc54_18775	turquoise
cpc54_18776	blue
cpc54_18777	red
cpc54_18778	turquoise
cpc54_18779	turquoise
cpc54_1878	grey
cpc54_18780	black
cpc54_18781	blue
cpc54_18784	pink
cpc54_18785	brown
cpc54_18786	magenta
cpc54_18787	magenta
cpc54_18788	brown
cpc54_1879	darkorange
cpc54_18791	green
cpc54_18792	tan
cpc54_18793	red
cpc54_18795	green
cpc54_18796	grey
cpc54_18797	pink
cpc54_18798	red
cpc54_188	green
cpc54_1880	purple
cpc54_18801	turquoise
cpc54_18802	turquoise
cpc54_18803	yellowgreen
cpc54_18804	blue
cpc54_18805	turquoise
cpc54_18806	lightyellow
cpc54_18807	grey
cpc54_18808	steelblue
cpc54_18809	red
cpc54_1881	lightcyan
cpc54_18810	turquoise
cpc54_18811	blue
cpc54_18813	turquoise
cpc54_18814	turquoise
cpc54_18815	palevioletred3
cpc54_18816	turquoise
cpc54_18817	turquoise
cpc54_18818	darkturquoise
cpc54_18819	yellow
cpc54_1882	blue
cpc54_18820	black
cpc54_18821	green
cpc54_18823	yellow
cpc54_18824	saddlebrown
cpc54_18825	floralwhite
cpc54_18826	darkred
cpc54_18827	brown
cpc54_18828	grey
cpc54_18829	turquoise
cpc54_1883	greenyellow
cpc54_18830	brown
cpc54_18831	steelblue
cpc54_18832	skyblue
cpc54_18833	yellow
cpc54_18834	blue
cpc54_18836	turquoise
cpc54_18837	turquoise
cpc54_18838	black
cpc54_18839	grey
cpc54_1884	magenta
cpc54_18840	green
cpc54_18841	darkmagenta
cpc54_18843	yellow
cpc54_18844	violet
cpc54_18845	purple
cpc54_18846	mediumpurple3
cpc54_18847	magenta
cpc54_18848	purple
cpc54_18849	brown
cpc54_1885	brown
cpc54_18850	grey
cpc54_18852	grey
cpc54_18853	blue
cpc54_18854	blue
cpc54_18857	turquoise
cpc54_18858	brown
cpc54_18859	turquoise
cpc54_1886	brown
cpc54_18860	turquoise
cpc54_18861	grey60
cpc54_18862	blue
cpc54_18865	grey60
cpc54_18866	orangered4
cpc54_18867	blue
cpc54_18868	skyblue3
cpc54_18869	red
cpc54_1887	black
cpc54_18870	blue
cpc54_18871	turquoise
cpc54_18872	blue
cpc54_18874	grey60
cpc54_18875	grey
cpc54_18876	blue
cpc54_18877	grey60
cpc54_18878	blue
cpc54_18879	turquoise
cpc54_1888	red
cpc54_18880	yellow
cpc54_18881	lightyellow
cpc54_18882	grey
cpc54_18883	grey
cpc54_18884	salmon
cpc54_18885	brown
cpc54_18886	turquoise
cpc54_18887	yellow
cpc54_18888	cyan
cpc54_18889	green
cpc54_1889	black
cpc54_18891	tan
cpc54_18893	palevioletred3
cpc54_18894	red
cpc54_18895	red
cpc54_18896	brown
cpc54_18897	turquoise
cpc54_18899	red
cpc54_189	steelblue
cpc54_1890	green
cpc54_18900	purple
cpc54_18901	cyan
cpc54_18903	yellow
cpc54_18904	grey
cpc54_18907	grey
cpc54_18908	grey
cpc54_18909	grey
cpc54_1891	yellow
cpc54_18912	blue
cpc54_18913	greenyellow
cpc54_18915	magenta
cpc54_18916	orangered4
cpc54_18917	cyan
cpc54_18918	turquoise
cpc54_18919	turquoise
cpc54_1892	turquoise
cpc54_18920	red
cpc54_18921	brown
cpc54_18922	lightgreen
cpc54_18923	grey
cpc54_18924	grey
cpc54_18925	red
cpc54_18926	greenyellow
cpc54_18928	turquoise
cpc54_18929	grey
cpc54_1893	blue
cpc54_18930	brown
cpc54_18932	brown
cpc54_18939	royalblue
cpc54_18940	turquoise
cpc54_18941	tan
cpc54_18942	tan
cpc54_18943	greenyellow
cpc54_18944	tan
cpc54_18945	turquoise
cpc54_18946	red
cpc54_18947	grey
cpc54_18948	brown
cpc54_18949	grey
cpc54_1895	green
cpc54_18950	grey
cpc54_18951	salmon
cpc54_18952	salmon
cpc54_18954	sienna3
cpc54_18955	green
cpc54_18956	darkorange
cpc54_18957	yellow
cpc54_18958	turquoise
cpc54_1896	turquoise
cpc54_18960	magenta
cpc54_18961	grey60
cpc54_18963	turquoise
cpc54_18964	yellow
cpc54_18965	black
cpc54_18966	turquoise
cpc54_18967	turquoise
cpc54_18968	pink
cpc54_18969	blue
cpc54_1897	green
cpc54_18970	tan
cpc54_18971	cyan
cpc54_18972	turquoise
cpc54_18973	pink
cpc54_18974	lightsteelblue1
cpc54_18976	turquoise
cpc54_18977	yellow
cpc54_18978	grey
cpc54_18979	lightgreen
cpc54_1898	blue
cpc54_18981	turquoise
cpc54_18982	grey
cpc54_18984	turquoise
cpc54_18986	turquoise
cpc54_18987	grey
cpc54_18988	lightcyan1
cpc54_18989	black
cpc54_1899	brown
cpc54_18990	cyan
cpc54_18992	blue
cpc54_18993	black
cpc54_18994	pink
cpc54_18995	white
cpc54_18996	brown4
cpc54_18997	tan
cpc54_18998	cyan
cpc54_18999	midnightblue
cpc54_19	magenta
cpc54_190	saddlebrown
cpc54_19000	blue
cpc54_19001	grey
cpc54_19002	turquoise
cpc54_19005	darkgrey
cpc54_19006	blue
cpc54_19007	blue
cpc54_19008	blue
cpc54_19009	black
cpc54_1901	black
cpc54_19010	white
cpc54_19011	salmon
cpc54_19012	turquoise
cpc54_19013	grey
cpc54_19014	royalblue
cpc54_19015	pink
cpc54_19016	grey
cpc54_19017	turquoise
cpc54_19018	grey
cpc54_19019	blue
cpc54_1902	yellow
cpc54_19020	lightcyan1
cpc54_19021	grey
cpc54_19022	tan
cpc54_19023	red
cpc54_19024	blue
cpc54_19025	blue
cpc54_19026	turquoise
cpc54_19029	grey
cpc54_1903	grey60
cpc54_19030	tan
cpc54_19031	turquoise
cpc54_19032	grey
cpc54_19033	red
cpc54_19034	green
cpc54_19035	grey60
cpc54_19036	blue
cpc54_19037	turquoise
cpc54_19038	grey
cpc54_19039	red
cpc54_1904	grey
cpc54_19040	turquoise
cpc54_19041	magenta
cpc54_19042	brown
cpc54_19043	turquoise
cpc54_19044	brown
cpc54_19045	darkred
cpc54_19046	blue
cpc54_19047	red
cpc54_19048	darkturquoise
cpc54_19049	red
cpc54_1905	brown
cpc54_19051	turquoise
cpc54_19052	brown
cpc54_19054	greenyellow
cpc54_19055	turquoise
cpc54_19056	magenta
cpc54_19057	turquoise
cpc54_19058	lightcyan
cpc54_19059	turquoise
cpc54_1906	brown
cpc54_19060	green
cpc54_19062	tan
cpc54_19063	violet
cpc54_19064	turquoise
cpc54_19065	turquoise
cpc54_19067	turquoise
cpc54_19068	brown
cpc54_19069	magenta
cpc54_1907	turquoise
cpc54_19070	green
cpc54_19071	plum1
cpc54_19072	lightgreen
cpc54_19074	turquoise
cpc54_19075	brown
cpc54_19076	orangered4
cpc54_19079	lightgreen
cpc54_1908	grey
cpc54_19080	greenyellow
cpc54_19081	purple
cpc54_19082	darkorange
cpc54_19084	yellow
cpc54_19085	turquoise
cpc54_19086	turquoise
cpc54_19087	turquoise
cpc54_19089	grey60
cpc54_19090	turquoise
cpc54_19091	black
cpc54_19092	green
cpc54_19093	cyan
cpc54_19094	lightgreen
cpc54_19095	steelblue
cpc54_19097	skyblue
cpc54_19099	grey
cpc54_191	tan
cpc54_1910	orangered4
cpc54_19100	turquoise
cpc54_19102	grey
cpc54_19103	darkturquoise
cpc54_19104	brown
cpc54_19106	turquoise
cpc54_19107	lightyellow
cpc54_19108	lightcyan
cpc54_19109	blue
cpc54_1911	pink
cpc54_19110	turquoise
cpc54_19111	red
cpc54_19112	purple
cpc54_19113	darkgreen
cpc54_19114	darkgreen
cpc54_19115	red
cpc54_19116	brown
cpc54_19117	yellow
cpc54_19118	blue
cpc54_19119	red
cpc54_1912	yellow
cpc54_19120	blue
cpc54_19122	midnightblue
cpc54_19123	turquoise
cpc54_19124	grey
cpc54_19125	tan
cpc54_19126	lightcyan
cpc54_19129	brown
cpc54_1913	lightyellow
cpc54_19130	orange
cpc54_19133	green
cpc54_19134	blue
cpc54_19135	grey
cpc54_19136	pink
cpc54_19137	green
cpc54_19139	turquoise
cpc54_1914	magenta
cpc54_19140	brown
cpc54_19141	darkturquoise
cpc54_19143	green
cpc54_19144	red
cpc54_19145	lightcyan
cpc54_19146	yellow
cpc54_19147	turquoise
cpc54_19149	green
cpc54_19150	pink
cpc54_19152	brown
cpc54_19155	red
cpc54_19156	grey
cpc54_19157	darkolivegreen
cpc54_19159	pink
cpc54_1916	grey
cpc54_19160	yellow
cpc54_19161	grey
cpc54_19162	red
cpc54_19163	yellow
cpc54_19164	turquoise
cpc54_19165	lightcyan
cpc54_19166	yellow
cpc54_19167	mediumpurple3
cpc54_19168	blue
cpc54_19169	lightgreen
cpc54_1917	purple
cpc54_19170	green
cpc54_19171	lightyellow
cpc54_19172	blue
cpc54_19173	turquoise
cpc54_19174	green
cpc54_19175	blue
cpc54_19176	red
cpc54_19177	tan
cpc54_19178	red
cpc54_19179	grey
cpc54_19180	turquoise
cpc54_19181	black
cpc54_19182	magenta
cpc54_19183	green
cpc54_19186	blue
cpc54_19188	yellow
cpc54_19189	magenta
cpc54_1919	brown
cpc54_19190	lightcyan
cpc54_19191	darkred
cpc54_19192	lightyellow
cpc54_19193	yellow
cpc54_19194	grey60
cpc54_19195	yellow
cpc54_19196	magenta
cpc54_19197	white
cpc54_192	blue
cpc54_1920	magenta
cpc54_19204	turquoise
cpc54_19205	cyan
cpc54_19206	turquoise
cpc54_19207	grey
cpc54_19208	grey
cpc54_19209	red
cpc54_19210	lightgreen
cpc54_19211	lightgreen
cpc54_19212	yellow
cpc54_19213	turquoise
cpc54_19214	brown
cpc54_19215	red
cpc54_19216	salmon
cpc54_19217	yellow
cpc54_19218	yellow
cpc54_19219	yellow
cpc54_19220	lightsteelblue1
cpc54_19225	grey
cpc54_19226	blue
cpc54_19227	black
cpc54_1923	lightgreen
cpc54_19232	grey
cpc54_19233	grey
cpc54_19235	grey
cpc54_19236	grey
cpc54_19237	blue
cpc54_19238	midnightblue
cpc54_19239	grey
cpc54_1924	blue
cpc54_19241	blue
cpc54_19244	turquoise
cpc54_19246	lightcyan
cpc54_19247	cyan
cpc54_19248	red
cpc54_19249	turquoise
cpc54_1925	red
cpc54_19250	turquoise
cpc54_19251	darkgrey
cpc54_19252	lightyellow
cpc54_19253	green
cpc54_19254	yellow
cpc54_19255	pink
cpc54_19256	black
cpc54_19257	brown
cpc54_19258	blue
cpc54_19259	turquoise
cpc54_1926	turquoise
cpc54_19261	salmon
cpc54_19262	grey
cpc54_19263	green
cpc54_19265	mediumpurple3
cpc54_19266	green
cpc54_19267	greenyellow
cpc54_19268	cyan
cpc54_19269	black
cpc54_1927	turquoise
cpc54_19271	yellow
cpc54_19272	turquoise
cpc54_19273	turquoise
cpc54_19274	turquoise
cpc54_19275	grey60
cpc54_19276	cyan
cpc54_19277	brown
cpc54_1928	grey
cpc54_19280	red
cpc54_19281	brown
cpc54_19282	grey
cpc54_19283	turquoise
cpc54_19284	midnightblue
cpc54_19285	brown
cpc54_19286	brown
cpc54_19287	magenta
cpc54_1929	grey
cpc54_19291	magenta
cpc54_19293	grey
cpc54_19295	black
cpc54_19296	brown
cpc54_19297	blue
cpc54_19298	grey
cpc54_19299	salmon4
cpc54_193	blue
cpc54_1930	brown
cpc54_19300	pink
cpc54_19301	pink
cpc54_19302	brown
cpc54_19303	turquoise
cpc54_19304	royalblue
cpc54_19305	turquoise
cpc54_19306	tan
cpc54_19307	brown
cpc54_19308	pink
cpc54_19309	blue
cpc54_19310	magenta
cpc54_19311	yellow
cpc54_19314	turquoise
cpc54_19315	cyan
cpc54_19316	grey
cpc54_19317	turquoise
cpc54_19318	green
cpc54_19319	yellow
cpc54_1932	purple
cpc54_19320	turquoise
cpc54_19321	yellow
cpc54_19322	yellow
cpc54_19323	yellow
cpc54_19324	skyblue
cpc54_19325	lightyellow
cpc54_19326	green
cpc54_19327	grey
cpc54_19328	pink
cpc54_19329	grey
cpc54_1933	red
cpc54_19330	royalblue
cpc54_19331	brown
cpc54_19332	grey
cpc54_19333	grey
cpc54_19334	midnightblue
cpc54_19335	green
cpc54_19336	white
cpc54_19337	saddlebrown
