sequence	cg	chg	gene	classification
cpc54_25760.1	0.8615352049180327	0.813761251877869	cpc54_25760	teM
cpc54_25761.1	0.5228124274796009	0.011043230559379242	cpc54_25761	gbM
cpc54_25762.1	0.06790724916635349	0.007484988752904185	cpc54_25762	ambiguous
cpc54_25763.1	0.1012252808988764	0	cpc54_25763	ambiguous
cpc54_25763.2	0.013029197080291972	0.0036678832116788327	cpc54_25763	UM
cpc54_25764.1	0.20941251628711446	0.002720024874676617	cpc54_25764	gbM
cpc54_25765.1	0.4342449740034662	0.004440256113961871	cpc54_25765	gbM
cpc54_25765.2	0.37734841867469876	0.0038584755689096382	cpc54_25765	gbM
cpc54_25765.3	0.37906104387291983	0.004113884686468987	cpc54_25765	gbM
cpc54_25766.1	0.8679701193028169	0.8233397819714788	cpc54_25766	teM
cpc54_25767.1	0.9215611111	0.8254299999999999	cpc54_25767	teM
cpc54_25767.2	0.9276	0.8374023256	cpc54_25767	teM
cpc54_25768.1	0.9285166667000001	0.8411485714	cpc54_25768	teM
cpc54_25769.1	0.46737980769230775	0.05906341043546574	cpc54_25769	ambiguous
cpc54_2577.1	0.8942589089481946	0.7672667166039246	cpc54_2577	teM
cpc54_25770.1	0.5721666277677147	0.003839618520413543	cpc54_25770	gbM
cpc54_25770.2	0.5492533965918747	0.0042925589278955305	cpc54_25770	gbM
cpc54_25770.3	0.55125424043561	0.0036972713408966722	cpc54_25770	gbM
cpc54_25771.1	0.6394741869674491	0.008224284950471054	cpc54_25771	gbM
cpc54_25772.1	0.1958965386491205	0.006538866964691828	cpc54_25772	ambiguous
cpc54_25773.1	0.7164762628747268	0.004940265167387637	cpc54_25773	gbM
cpc54_25773.2	0.7489424970064377	0.006032765362336891	cpc54_25773	gbM
cpc54_25774.1	0.3582847593665158	0.006295135746606334	cpc54_25774	gbM
cpc54_25774.2	0.4974426258369099	0.005970922746781115	cpc54_25774	gbM
cpc54_25775.1	0.2754409091	0.004755172414	cpc54_25775	gbM
cpc54_25776.1	0.9924166667	0.9695565217	cpc54_25776	teM
cpc54_25777.1	0.9885291925465839	0.9707106477565218	cpc54_25777	teM
cpc54_25778.1	0.3919677655677656	0.018095798318256407	cpc54_25778	gbM
cpc54_25779.1	0.48711634839786555	0.0075478128154229975	cpc54_25779	gbM
cpc54_25779.2	0.4865236079705675	0.007492934791165808	cpc54_25779	gbM
cpc54_2578.1	0.5591707728484103	0.012854739052318537	cpc54_2578	gbM
cpc54_25780.1	0.0632645234408152	0.018490448464667873	cpc54_25780	ambiguous
cpc54_25781.1	0.91875	0.883295	cpc54_25781	teM
cpc54_25781.2	0.91875	0.8781291666999999	cpc54_25781	teM
cpc54_25782.1	0.18072688947221494	0.0026792519407863695	cpc54_25782	ambiguous
cpc54_25782.2	0.1800190818110966	0.002668758786971279	cpc54_25782	ambiguous
cpc54_25783.1	0.01021363636	0.005609615385	cpc54_25783	UM
cpc54_25783.2	0.01021363636	0.005609615385	cpc54_25783	UM
cpc54_25784.1	0.6338690586543767	0.006868545936900531	cpc54_25784	gbM
cpc54_25785.1	0.4556686538461539	0.005050118708628205	cpc54_25785	gbM
cpc54_25786.1	0.5943870248210108	0.010375667895385035	cpc54_25786	gbM
cpc54_25787.1	0.3250683166657957	0.0028745588762391075	cpc54_25787	gbM
cpc54_25787.2	0.3292666377791965	0.0028435862049199585	cpc54_25787	gbM
cpc54_25788.1	0.24593229900648805	0.005451821814231312	cpc54_25788	gbM
cpc54_25789.1	0.15157767516197596	0.025567369229022342	cpc54_25789	ambiguous
cpc54_25789.2	0.14637976815974005	0.02469061209838109	cpc54_25789	ambiguous
cpc54_25789.3	0.19186194381598795	0.03313144294161765	cpc54_25789	ambiguous
cpc54_2579.1	0.013149999999999998	0.002777777778	cpc54_2579	UM
cpc54_25790.1	0.09365892002650471	0.013208230606231913	cpc54_25790	ambiguous
cpc54_25791.1	0.27606521747270657	0.037652822506905985	cpc54_25791	gbM
cpc54_25791.2	0.27606521747270657	0.037652822506905985	cpc54_25791	gbM
cpc54_25791.3	0.2681477360033048	0.013856867305920229	cpc54_25791	gbM
cpc54_25792.1	0.4938058318419457	0.006916427389051131	cpc54_25792	gbM
cpc54_25793.1	0	0.0018694332971713808	cpc54_25793	UM
cpc54_25794.1	0.6260604363636364	0.006236521132632727	cpc54_25794	gbM
cpc54_25794.2	0.6538436324167872	0.005702852067561505	cpc54_25794	gbM
cpc54_25795.1	0.41397654973498216	0.010417852593649352	cpc54_25795	gbM
cpc54_25796.1	0.369322259667756	0.006859890001861656	cpc54_25796	gbM
cpc54_25797.1	0.4799778244698148	0.0424936873318513	cpc54_25797	gbM
cpc54_25798.1	0.09700555556000001	0.007692307692	cpc54_25798	ambiguous
cpc54_25799.1	0.9537666667	0.8165238095	cpc54_25799	teM
cpc54_258.1	0.3332693232484077	0.004972392069296178	cpc54_258	gbM
cpc54_2580.1	0.136375	0.01177777778	cpc54_2580	ambiguous
cpc54_25800.1	0.93931	0.7745	cpc54_25800	teM
cpc54_25801.1	0.09480555556	0.007785185185	cpc54_25801	ambiguous
cpc54_25801.2	0.09480555556	0.007785185185	cpc54_25801	ambiguous
cpc54_25802.1	0.9189833333000001	0.811025	cpc54_25802	teM
cpc54_25803.1	0.9324955416009406	0.839867688280094	cpc54_25803	teM
cpc54_25804.1	0.9066846154	0.85721	cpc54_25804	teM
cpc54_25805.1	0.3892071429	0.006578947368	cpc54_25805	gbM
cpc54_25806.1	0.5942249776528707	0.007927759961900042	cpc54_25806	gbM
cpc54_25806.2	0.6052411499372065	0.007987214876176348	cpc54_25806	gbM
cpc54_25807.1	0	0.8568580803699551	cpc54_25807	ambiguous
cpc54_25808.1	0.557786401051012	0.008939454500212309	cpc54_25808	gbM
cpc54_25809.1	0.19582888921977365	0.003982034707927933	cpc54_25809	ambiguous
cpc54_2581.1	0.3123766667	0.2478133333	cpc54_2581	ambiguous
cpc54_25810.1	0.47633697353474724	0.017762654412580323	cpc54_25810	gbM
cpc54_25811.1	0.2842217391	0.06462909091	cpc54_25811	ambiguous
cpc54_25812.1	0.132432995951417	0.010781714333954116	cpc54_25812	ambiguous
cpc54_25813.1	0.4898171011791434	0.011352947350242086	cpc54_25813	gbM
cpc54_25814.1	0.5892669201976782	0.004674400851886309	cpc54_25814	gbM
cpc54_25815.1	0.6827606410237906	0.01258251284214988	cpc54_25815	gbM
cpc54_25816.1	0.96875	0.8801363636	cpc54_25816	teM
cpc54_25817.1	0.978775	0.85075	cpc54_25817	teM
cpc54_25818.1	0.9367214285999999	0.8558714286	cpc54_25818	teM
cpc54_25819.1	0.021669662567805108	0.011383987701040682	cpc54_25819	UM
cpc54_2582.1	0.92558125	0.8417874999999999	cpc54_2582	teM
cpc54_25820.1	0.9593787134602313	0.8877935047655336	cpc54_25820	teM
cpc54_25821.1	0.7063898531105991	0.009790024586981565	cpc54_25821	gbM
cpc54_25822.1	0.4629249999999999	0.8606653846000001	cpc54_25822	teM
cpc54_25822.2	0.2701576864535769	0.9025720471735159	cpc54_25822	ambiguous
cpc54_25822.3	0.16753277153558052	0.9111370505486891	cpc54_25822	ambiguous
cpc54_25822.4	0.1613035984848485	0.9045452367291668	cpc54_25822	ambiguous
cpc54_25823.1	0.8254270751846227	0.014884538371910849	cpc54_25823	gbM
cpc54_25824.1	0.3415383037799285	0.005439728467411133	cpc54_25824	gbM
cpc54_25825.1	0.5675968305520428	0.004168445232705252	cpc54_25825	gbM
cpc54_25826.1	0.24715886414720592	0.004584621088237202	cpc54_25826	gbM
cpc54_25827.1	0.0020903187761336576	0.008009287051174969	cpc54_25827	UM
cpc54_25828.1	0.39720848861881525	0.006373695652173913	cpc54_25828	gbM
cpc54_25829.1	0.9339706235406476	0.8134272296713669	cpc54_25829	teM
cpc54_25829.2	0.9301365385	0.8006964912	cpc54_25829	teM
cpc54_2583.1	0.7456166667	0.003032867133	cpc54_2583	gbM
cpc54_25830.1	0.9299408191907247	0.8478641378767535	cpc54_25830	teM
cpc54_25831.1	0.3531892500401617	0.02361512168591195	cpc54_25831	gbM
cpc54_25832.1	0.6610819914116207	0.013364447501394497	cpc54_25832	gbM
cpc54_25833.1	0.639251578002074	0.007739994959905321	cpc54_25833	gbM
cpc54_25834.1	0	0.008092183695729926	cpc54_25834	UM
cpc54_25835.1	0.3227907407	0.01062978723	cpc54_25835	gbM
cpc54_25836.1	0.7029299549883733	0.014467042144558222	cpc54_25836	gbM
cpc54_25837.1	0.5498700859106528	0.024280599826666666	cpc54_25837	gbM
cpc54_25838.1	0.9637832284187038	0.7965785393194443	cpc54_25838	teM
cpc54_25839.1	0.9539722221999999	0.8042178571	cpc54_25839	teM
cpc54_2584.1	0.7262001300205073	0.011429112142378286	cpc54_2584	gbM
cpc54_2584.2	0.7284258051367181	0.011365659023930795	cpc54_2584	gbM
cpc54_25840.1	0.90024	0.7408692308	cpc54_25840	teM
cpc54_25841.1	0.7254622355791788	0.006126300302895479	cpc54_25841	gbM
cpc54_25842.1	0.019741666669615385	0.002800674067807692	cpc54_25842	UM
cpc54_25843.1	0.8289289885868659	0.007817279692961084	cpc54_25843	gbM
cpc54_25843.2	0.8289613429464696	0.007857345712738781	cpc54_25843	gbM
cpc54_25843.3	0.8292527811511468	0.007807689699910354	cpc54_25843	gbM
cpc54_25844.1	0.936077125228519	0.843778762973309	cpc54_25844	teM
cpc54_25845.1	0.900325	0.8231588235	cpc54_25845	teM
cpc54_25846.1	0.3943196310935441	0.0023532523996982876	cpc54_25846	gbM
cpc54_25847.1	0.40389166669999993	0.01676582278	cpc54_25847	gbM
cpc54_25848.1	0.5111140147272015	0.1295218116630137	cpc54_25848	ambiguous
cpc54_25848.2	0.5116629612909441	0.12963316323217727	cpc54_25848	ambiguous
cpc54_25849.1	0.7780706934361009	0.012464620724328818	cpc54_25849	gbM
cpc54_2585.1	0.34784392152704136	0.005841024088886532	cpc54_2585	gbM
cpc54_25850.1	0	0.9355	cpc54_25850	ambiguous
cpc54_25851.1	0	0.9252333333	cpc54_25851	ambiguous
cpc54_25852.1	0	0.90369	cpc54_25852	ambiguous
cpc54_25853.1	0.9212272726999999	0.8249357143	cpc54_25853	teM
cpc54_25854.1	0.7750614879157214	0.010606249431211906	cpc54_25854	gbM
cpc54_25854.2	0.7750339497019765	0.010527062162669423	cpc54_25854	gbM
cpc54_25855.1	0.003953674121405751	0.02263511182108626	cpc54_25855	UM
cpc54_25856.1	0.55089084091559	0.006992382032914286	cpc54_25856	gbM
cpc54_25857.1	0.7447385341726618	0.0036406490878435247	cpc54_25857	gbM
cpc54_25858.1	0.2951721163112415	0.049285980457127246	cpc54_25858	gbM
cpc54_25859.1	0.01709103095030514	0.0048137541412380126	cpc54_25859	UM
cpc54_2586.1	0.4911732213985075	0.004298777985074627	cpc54_2586	gbM
cpc54_25860.1	0.6634366451916218	0.0040946407039763695	cpc54_25860	gbM
cpc54_25861.1	0.9742	0.893465	cpc54_25861	teM
cpc54_25862.1	0.2865500784929357	0.021409591836734698	cpc54_25862	gbM
cpc54_25863.1	0.1312613636	0.004172727273	cpc54_25863	ambiguous
cpc54_25864.1	0.9198583333	0.8018857143	cpc54_25864	teM
cpc54_25865.1	0.9417288421595669	0.7829867629678701	cpc54_25865	teM
cpc54_25866.1	0.9097509146341464	0.8510964176902439	cpc54_25866	teM
cpc54_25867.1	0.2280212121	0.003178873239	cpc54_25867	gbM
cpc54_25868.1	0.1942678571	0.04467042254	cpc54_25868	ambiguous
cpc54_25869.1	0.040029815303430076	0.0075747801244854885	cpc54_25869	UM
cpc54_2587.1	0.5496088751360174	0.01959861615643743	cpc54_2587	gbM
cpc54_25870.1	0.019217084398976982	0.005033013640116368	cpc54_25870	UM
cpc54_25871.1	0.21494999999999997	0.007223423423	cpc54_25871	gbM
cpc54_25872.1	0.02117291325695581	0.007971985689689034	cpc54_25872	UM
cpc54_25873.1	0.5139875	0.01129151786	cpc54_25873	gbM
cpc54_25874.1	0.10181338028169015	0.00951830985915493	cpc54_25874	ambiguous
cpc54_25875.1	0.9430849999999998	0.6642837838	cpc54_25875	teM
cpc54_25876.1	0.4115730769	0.1594961538	cpc54_25876	ambiguous
cpc54_25877.1	0	0	cpc54_25877	UM
cpc54_25878.1	0.4570634615	0.005379245282999999	cpc54_25878	gbM
cpc54_25879.1	0.5604411582710763	0.005454458891458886	cpc54_25879	gbM
cpc54_25879.2	0.5617182744691873	0.005476126857015193	cpc54_25879	gbM
cpc54_2588.1	0.015196875	0.003808	cpc54_2588	UM
cpc54_25880.1	0.25632374219149917	0.01758682566681431	cpc54_25880	gbM
cpc54_25881.1	0.27051837448559674	0.013087262672997943	cpc54_25881	gbM
cpc54_25881.2	0.22171216536301827	0.013097377696849087	cpc54_25881	gbM
cpc54_25882.1	0.3621615385	0.00694137931	cpc54_25882	gbM
cpc54_25883.1	0.08125416667	0.004915384615	cpc54_25883	ambiguous
cpc54_25884.1	0.34880303999999995	0.005604113941052801	cpc54_25884	gbM
cpc54_25885.1	0.3069149819494585	0.008597877902075812	cpc54_25885	gbM
cpc54_25886.1	0.9613061161841743	0.8065779051892202	cpc54_25886	teM
cpc54_25887.1	0.4085840909	0.01267	cpc54_25887	gbM
cpc54_25888.1	0.5383416667	0.01494363636	cpc54_25888	gbM
cpc54_25889.1	0.2434833333	0.10794516129999998	cpc54_25889	ambiguous
cpc54_2589.1	0.9561574669349121	0.8053352973102368	cpc54_2589	teM
cpc54_25890.1	0.73066875	0.3405	cpc54_25890	ambiguous
cpc54_25891.1	0.4029291667	0.1794857143	cpc54_25891	ambiguous
cpc54_25892.1	0.97069375	0.5084227273	cpc54_25892	teM
cpc54_25892.2	0.9702444444	0.4403103448	cpc54_25892	teM
cpc54_25893.1	0.17404341085271316	0.06707472868217054	cpc54_25893	ambiguous
cpc54_25893.2	0	0	cpc54_25893	UM
cpc54_25894.1	0.2736666667	0.002556521739	cpc54_25894	gbM
cpc54_25895.1	0.8983125806569565	0.7396959162794524	cpc54_25895	teM
cpc54_25896.1	0.301359375	0.06528717949	cpc54_25896	ambiguous
cpc54_25897.1	0.5642033457092938	0.0034427509293680296	cpc54_25897	gbM
cpc54_25898.1	0.6972636778846154	0.1531630424102404	cpc54_25898	ambiguous
cpc54_25898.2	0.04386666667	0.003706666667	cpc54_25898	UM
cpc54_25899.1	0.3197230769	0.139128125	cpc54_25899	ambiguous
cpc54_259.1	0.7919114635995954	0.011047731534949444	cpc54_259	gbM
cpc54_259.2	0.8379232388973967	0.011392782529928536	cpc54_259	gbM
cpc54_2590.1	0.5788998159612976	0.0045549407665087804	cpc54_2590	gbM
cpc54_25900.1	0.58475	0.2780227273	cpc54_25900	ambiguous
cpc54_25901.1	0.9011535393258427	0.7952856316988764	cpc54_25901	teM
cpc54_25901.2	0.9079	0.8466974358999999	cpc54_25901	teM
cpc54_25902.1	0.3156153846	0.17649285710000004	cpc54_25902	ambiguous
cpc54_25903.1	0.1344026316	0.0031390625	cpc54_25903	ambiguous
cpc54_25904.1	0.22562777780000004	0.114475	cpc54_25904	ambiguous
cpc54_25904.2	0.1982951966413302	0.10060748218527316	cpc54_25904	ambiguous
cpc54_25905.1	0.01372272727	0.0088	cpc54_25905	UM
cpc54_25906.1	0.6595388889	0.0822125	cpc54_25906	ambiguous
cpc54_25907.1	0.9122073506429246	0.02713039083419811	cpc54_25907	gbM
cpc54_25907.2	0.9128418474038555	0.027322925988313252	cpc54_25907	gbM
cpc54_25908.1	0.27706749999999997	0.004297827669902912	cpc54_25908	gbM
cpc54_25909.1	0.03333433734939759	0	cpc54_25909	UM
cpc54_25909.2	0.17993031007839536	0.003079578488372093	cpc54_25909	ambiguous
cpc54_25909.3	0.09658888889	0.00390625	cpc54_25909	ambiguous
cpc54_2591.1	0.5514028705814196	0.005133323144132567	cpc54_2591	gbM
cpc54_25910.1	0.9400214953385515	0.8328470793975467	cpc54_25910	teM
cpc54_25911.1	0.9107583362592593	0.7032921222880659	cpc54_25911	teM
cpc54_25911.2	0.9107770667311476	0.7035202693278688	cpc54_25911	teM
cpc54_25912.1	0.901875	0.7176545455	cpc54_25912	teM
cpc54_25913.1	0.1672222222	0.007304347826	cpc54_25913	ambiguous
cpc54_25914.1	0.4883739759036144	0.027107036144578312	cpc54_25914	gbM
cpc54_25915.1	0.47471	0.07062941176	cpc54_25915	ambiguous
cpc54_25915.2	0.4150789408866995	0.06489763836157635	cpc54_25915	ambiguous
cpc54_25916.1	0.91655	0.7712790323	cpc54_25916	teM
cpc54_25917.1	0.5721930213756157	0.05808097290640394	cpc54_25917	ambiguous
cpc54_25917.2	0.6492666667	0.066425	cpc54_25917	ambiguous
cpc54_25918.1	0.7942018710285033	0.053798927818933126	cpc54_25918	ambiguous
cpc54_25919.1	0.16290831295843522	0.002860498777506113	cpc54_25919	ambiguous
cpc54_25919.2	0.182875	0.003268	cpc54_25919	ambiguous
cpc54_2592.1	0.05080238095	0.002156666667	cpc54_2592	ambiguous
cpc54_25920.1	0.18335563345534625	0.006727501502126731	cpc54_25920	ambiguous
cpc54_25921.1	0.38616612295306596	0.004461404548870448	cpc54_25921	gbM
cpc54_25922.1	0.0017223066032560177	0	cpc54_25922	UM
cpc54_25923.1	0.7344434447300772	0.11849055456195375	cpc54_25923	ambiguous
cpc54_25924.1	0.2897571429	0.06127857143	cpc54_25924	ambiguous
cpc54_25924.2	0.24910862072586207	0.06370258620810344	cpc54_25924	ambiguous
cpc54_25925.1	0.01984234976371638	0.005323317939310514	cpc54_25925	UM
cpc54_25926.1	0.5142727273	0.1659444444	cpc54_25926	ambiguous
cpc54_25927.1	0.7679692308000001	0.2888166667	cpc54_25927	ambiguous
cpc54_25928.1	0.4373166667	0.005910344827999999	cpc54_25928	gbM
cpc54_25929.1	0.025587855421686744	0.0013457991970698795	cpc54_25929	UM
cpc54_2593.1	0.8132467532838764	0.010964210319982848	cpc54_2593	gbM
cpc54_25930.1	0.8443891868512111	0.6278225902373702	cpc54_25930	teM
cpc54_25931.1	0.8747285714	0.8407396552	cpc54_25931	teM
cpc54_25932.1	0.8698730769	0.009359322034	cpc54_25932	gbM
cpc54_25933.1	0.1937749753115108	0.0038648014919616305	cpc54_25933	ambiguous
cpc54_25933.2	0.01055588235	0.001322222222	cpc54_25933	UM
cpc54_25934.1	0.767682299202253	0.004495983935222892	cpc54_25934	gbM
cpc54_25935.1	0.18300794372013254	0.0061637726219993675	cpc54_25935	ambiguous
cpc54_25936.1	0	0.02499166667	cpc54_25936	UM
cpc54_25937.1	0.8304970098153723	0.01142358464767512	cpc54_25937	gbM
cpc54_25938.1	0.4598495758112965	0.024912810074935815	cpc54_25938	gbM
cpc54_25939.1	0.3964457642271605	0.013566654196312757	cpc54_25939	gbM
cpc54_2594.1	0.440320059195499	0.0031030702324370513	cpc54_2594	gbM
cpc54_25940.1	0.7552941125731979	0.005809011268287076	cpc54_25940	gbM
cpc54_25941.1	0.8573795412322284	0.8094299211661907	cpc54_25941	teM
cpc54_25942.1	0.8315950000000001	0.6392044643	cpc54_25942	teM
cpc54_25943.1	0.5071636364	0.01259333333	cpc54_25943	gbM
cpc54_25943.2	0.5071636364	0.01259333333	cpc54_25943	gbM
cpc54_25944.1	0.896005399906655	0.0032048135062819616	cpc54_25944	gbM
cpc54_25945.1	0.4859194748625387	0.028840162210510945	cpc54_25945	gbM
cpc54_25946.1	0	0.007476298701188312	cpc54_25946	UM
cpc54_25947.1	0.6261618852520493	0.012470028298422132	cpc54_25947	gbM
cpc54_25948.1	0.5985791191570126	0.02419559102694299	cpc54_25948	gbM
cpc54_25949.1	0.8683641585565505	0.017502394129904324	cpc54_25949	gbM
cpc54_2595.1	0.5579507158162184	0.012198453726360057	cpc54_2595	gbM
cpc54_25950.1	0.6454324577923848	0.004090793101913661	cpc54_25950	gbM
cpc54_25951.1	0.5067602207594923	0.004723552939139073	cpc54_25951	gbM
cpc54_25952.1	0.02877083333	0.01028181818	cpc54_25952	UM
cpc54_25953.1	0.20779165187096343	0.02917795483711183	cpc54_25953	gbM
cpc54_25953.2	0.19528408624052598	0.027135497998514002	cpc54_25953	ambiguous
cpc54_25954.1	0.7076431946222791	0.005850259130619718	cpc54_25954	gbM
cpc54_25954.2	0	0	cpc54_25954	UM
cpc54_25955.1	0.5874431350982723	0.0053641101706443095	cpc54_25955	gbM
cpc54_25955.2	0.531006183629273	0.005184955214060904	cpc54_25955	gbM
cpc54_25956.1	0.8097047427520351	0.012047598179533204	cpc54_25956	gbM
cpc54_25957.1	0.5295573987679836	0.009312736921540277	cpc54_25957	gbM
cpc54_25958.1	0	0.0027093596059113304	cpc54_25958	UM
cpc54_25959.1	0.056610385196374624	0.007361102719033233	cpc54_25959	ambiguous
cpc54_2596.1	0.7540015678253867	0.008824779091719746	cpc54_2596	gbM
cpc54_25960.1	0.6488506551363061	0.015236457024109014	cpc54_25960	gbM
cpc54_25961.1	0.686284211716973	0.008173919691643243	cpc54_25961	gbM
cpc54_25962.1	0.5635961588081833	0.004041324618738134	cpc54_25962	gbM
cpc54_25963.1	0.0038415584410204083	0.002813459669908163	cpc54_25963	UM
cpc54_25964.1	0.43575677770010846	0.014642441326724513	cpc54_25964	gbM
cpc54_25965.1	0.49509668088266057	0.01143210227765519	cpc54_25965	gbM
cpc54_25966.1	0.7365477308216755	0.012832082344765908	cpc54_25966	gbM
cpc54_25967.1	0.676590340909091	0.8955282670454546	cpc54_25967	teM
cpc54_25968.1	0.461331314289281	0.008154269726179003	cpc54_25968	gbM
cpc54_25969.1	0.5401732459985383	0.008795962096734338	cpc54_25969	gbM
cpc54_2597.1	0.044667429577464786	0.004532893726017606	cpc54_2597	UM
cpc54_25970.1	0.48787588932806325	0.016592941840727272	cpc54_25970	gbM
cpc54_25971.1	0.9384999999999999	0.42369999999999997	cpc54_25971	teM
cpc54_25972.1	0.4006747484812877	0.002136036217207243	cpc54_25972	gbM
cpc54_25973.1	0.5390960547247365	0.006243746083788365	cpc54_25973	gbM
cpc54_25974.1	0.8156853668423624	0.021062701406241693	cpc54_25974	gbM
cpc54_25975.1	0.010548575268854839	0.0035186349093769094	cpc54_25975	UM
cpc54_25975.2	0.009776650563607086	0.0032763532766610305	cpc54_25975	UM
cpc54_25976.1	0.9105214286	0.82141	cpc54_25976	teM
cpc54_25977.1	0.005258216594990809	0.008769219131387868	cpc54_25977	UM
cpc54_25978.1	0.7965338803538174	0.6866262569832402	cpc54_25978	teM
cpc54_25979.1	0.15450694283749597	0.1039390477273021	cpc54_25979	ambiguous
cpc54_2598.1	0.2611474226804124	0.12503015463917527	cpc54_2598	ambiguous
cpc54_25980.1	0.2164263158	0.01234719101	cpc54_25980	gbM
cpc54_25981.1	0.31951326289894366	0.0016441590718838028	cpc54_25981	gbM
cpc54_25982.1	0.5007491195786192	0.0063253175430533475	cpc54_25982	gbM
cpc54_25983.1	0.9053202112009051	0.2496131221719457	cpc54_25983	ambiguous
cpc54_25984.1	0.9706	0.8994952381	cpc54_25984	teM
cpc54_25985.1	0.9	0.8587833333	cpc54_25985	teM
cpc54_25986.1	0	0.7833333333	cpc54_25986	ambiguous
cpc54_25987.1	0.39042357274401474	0.9031817170791897	cpc54_25987	ambiguous
cpc54_25988.1	0.863025532754165	0.007073428105523316	cpc54_25988	gbM
cpc54_25989.1	0.27263843537414967	0.0022333657272834468	cpc54_25989	gbM
cpc54_2599.1	0.5962857305772048	0.005677980434397609	cpc54_2599	gbM
cpc54_25990.1	0.7675167843587706	0.005257738959390037	cpc54_25990	gbM
cpc54_25990.2	0.7605599328530185	0.0055558285650230965	cpc54_25990	gbM
cpc54_25991.1	0.5689800482494969	0.00758372468467795	cpc54_25991	gbM
cpc54_25992.1	0.3954121766484997	0.0050008631181443245	cpc54_25992	gbM
cpc54_25993.1	0.494054216152019	0.009905817826627077	cpc54_25993	gbM
cpc54_25994.1	0.6017357143	0.07981071429	cpc54_25994	ambiguous
cpc54_25995.1	0.8091428571	0.63174	cpc54_25995	teM
cpc54_25995.2	0.40314920454545455	0.27930828961093535	cpc54_25995	ambiguous
cpc54_25996.1	0.7402746417766739	0.014466061086955601	cpc54_25996	gbM
cpc54_25997.1	0.7700532580509345	0.00408571770905296	cpc54_25997	gbM
cpc54_25998.1	0.6350219001876956	0.00507611468644808	cpc54_25998	gbM
cpc54_25999.1	0.9183498602704443	0.008767593462962008	cpc54_25999	gbM
cpc54_26.1	0.14982464441456475	0.007077313834205905	cpc54_26	ambiguous
cpc54_260.1	0.8629363034044675	0.012742135871924397	cpc54_260	gbM
cpc54_2600.1	0.6002388609467456	0.006232724274370563	cpc54_2600	gbM
cpc54_26000.1	0.3243328535362823	0.002251096296275556	cpc54_26000	gbM
cpc54_26001.1	0.37161136105071574	0.004075476438977505	cpc54_26001	gbM
cpc54_26001.2	0.4738578697680466	0.0035854456247522643	cpc54_26001	gbM
cpc54_26002.1	0.3696636866214132	0.003731626096439051	cpc54_26002	gbM
cpc54_26003.1	0.7195575159271371	0.005571305819630219	cpc54_26003	gbM
cpc54_26004.1	0.7661625	0.288662963	cpc54_26004	ambiguous
cpc54_26005.1	0.3055083333	0.1518083333	cpc54_26005	ambiguous
cpc54_26006.1	0.5406	0.2034580645	cpc54_26006	ambiguous
cpc54_26007.1	0.89856	0.23941851850000004	cpc54_26007	ambiguous
cpc54_26008.1	0.5704194726166328	0.005186717752405681	cpc54_26008	gbM
cpc54_26009.1	0.9560455655526993	0.9107282562308484	cpc54_26009	teM
cpc54_2601.1	0	0.00984	cpc54_2601	UM
cpc54_26010.1	0.9177617931937173	0.8041393230808901	cpc54_26010	teM
cpc54_26011.1	0.91129384	0.9001643999928	cpc54_26011	teM
cpc54_26012.1	0.7579731308411215	0.8713451367339564	cpc54_26012	teM
cpc54_26012.2	0.744065366972477	0.8737057764269114	cpc54_26012	teM
cpc54_26013.1	0.252440012254902	0.8502326266156863	cpc54_26013	ambiguous
cpc54_26014.1	0.328651772756001	0.006159677502324657	cpc54_26014	gbM
cpc54_26015.1	0.3647229398922458	0.0031301922062468087	cpc54_26015	gbM
cpc54_26016.1	0.5466667486724648	0.005910185878869728	cpc54_26016	gbM
cpc54_26017.1	0.2932973788952533	0.02232833571568747	cpc54_26017	gbM
cpc54_26017.2	0.2838796499156072	0.02104869666683411	cpc54_26017	gbM
cpc54_26018.1	0.006575	0	cpc54_26018	UM
cpc54_26018.2	0.006574999999999999	0	cpc54_26018	UM
cpc54_26019.1	0.3250574710559303	0.06175131487408657	cpc54_26019	ambiguous
cpc54_2602.1	0.6874602189781022	0.010667139890898852	cpc54_2602	gbM
cpc54_2602.2	0.7589918229166667	0.004714286388718751	cpc54_2602	gbM
cpc54_26020.1	0.8386390990420454	0.008293573872022727	cpc54_26020	gbM
cpc54_26021.1	0.01469	0	cpc54_26021	UM
cpc54_26022.1	0.40811278407451634	0.008477640846209472	cpc54_26022	gbM
cpc54_26023.1	0.4202963659967699	0.008967098389258405	cpc54_26023	gbM
cpc54_26024.1	0.19303072852612943	0.012789377288874236	cpc54_26024	ambiguous
cpc54_26024.2	0.19369444443982844	0.013049370914580883	cpc54_26024	ambiguous
cpc54_26025.1	0.45726635318607955	0.1318670701606392	cpc54_26025	ambiguous
cpc54_26026.1	0.4456355646306818	0.2094267247637216	cpc54_26026	ambiguous
cpc54_26026.2	0.44509872068230283	0.20660511876501778	cpc54_26026	ambiguous
cpc54_26026.3	0.4456355646306818	0.2094267247637216	cpc54_26026	ambiguous
cpc54_26026.4	0.4294220721938878	0.2104411243691827	cpc54_26026	ambiguous
cpc54_26026.5	0.4291170849267046	0.2102916633433523	cpc54_26026	ambiguous
cpc54_26026.6	0.4447825994318182	0.2064583821749858	cpc54_26026	ambiguous
cpc54_26027.1	0.3951023768115942	0.23223478260869565	cpc54_26027	ambiguous
