sequence	cg	chg	gene	classification
cpc54_18884.2	0.13075988612703185	0.004576053949489172	cpc54_18884	ambiguous
cpc54_18884.3	0.13075988612703185	0.004576053949489172	cpc54_18884	ambiguous
cpc54_18884.4	0.131010224134933	0.0045848147419897895	cpc54_18884	ambiguous
cpc54_18885.1	0.008925	0	cpc54_18885	UM
cpc54_18886.1	0.00923320143884892	0.0057869904076738605	cpc54_18886	UM
cpc54_18887.1	0.04926979167476852	0.02709239855671875	cpc54_18887	UM
cpc54_18888.1	0.011534615384615384	0.03336974358979616	cpc54_18888	UM
cpc54_18889.1	0.5031921323564875	0.004514202815302044	cpc54_18889	gbM
cpc54_1889.1	0.2515005874351093	0.0028698615254371587	cpc54_1889	gbM
cpc54_18890.1	0	0	cpc54_18890	UM
cpc54_18891.1	0.0125	0.00278	cpc54_18891	UM
cpc54_18892.1	0.2980699268829322	0.19930073107745505	cpc54_18892	ambiguous
cpc54_18893.1	0.6162363073394496	0.008855534619613761	cpc54_18893	gbM
cpc54_18894.1	0.17295350575224136	0.008960586208363793	cpc54_18894	ambiguous
cpc54_18895.1	0.003119225967659176	0.010628401996981274	cpc54_18895	UM
cpc54_18896.1	0.029120116487455196	0.0013776881720430109	cpc54_18896	UM
cpc54_18897.1	0.0037920871559633026	0.03910840978637615	cpc54_18897	UM
cpc54_18897.2	0	0.01007338846529262	cpc54_18897	UM
cpc54_18898.1	0.12092433399832402	0.0017450162349003726	cpc54_18898	ambiguous
cpc54_18899.1	0.48770370967741933	0.004691053295821936	cpc54_18899	gbM
cpc54_189.1	0.4811589988410942	0.004339259307274501	cpc54_189	gbM
cpc54_1890.1	0.670820970724191	0.1921843862047766	cpc54_1890	ambiguous
cpc54_18900.1	0.4751155769230768	0.004490329161361539	cpc54_18900	gbM
cpc54_18901.1	0.0087890625	0.00391387939453125	cpc54_18901	UM
cpc54_18901.2	0.008840864440078585	0.004093723687811395	cpc54_18901	UM
cpc54_18902.1	0.822676384083045	0.708954028682699	cpc54_18902	teM
cpc54_18903.1	0.18942274145584176	0.008017849897604463	cpc54_18903	ambiguous
cpc54_18904.1	0.3824178571	0.005439784946	cpc54_18904	gbM
cpc54_18904.2	0.3824178571	0.00552970297	cpc54_18904	gbM
cpc54_18905.1	0.09369230769	0.004764285714	cpc54_18905	ambiguous
cpc54_18906.1	0.1002166667	0.003343478261	cpc54_18906	ambiguous
cpc54_18907.1	0.1471002817357513	0.008113385146727978	cpc54_18907	ambiguous
cpc54_18908.1	0.0199275	0.005530392157	cpc54_18908	UM
cpc54_18909.1	0.09174446399287436	0.011218525963895476	cpc54_18909	ambiguous
cpc54_1891.1	0.28560625	0.008319318182	cpc54_1891	gbM
cpc54_18910.1	0.2712465909	0.006951351351	cpc54_18910	gbM
cpc54_18911.1	0.3520285714	0.013497826090000001	cpc54_18911	gbM
cpc54_18911.2	0.394225	0.020932	cpc54_18911	gbM
cpc54_18912.1	0.5217855515041021	0.01100372537030082	cpc54_18912	gbM
cpc54_18912.2	0.5230897727272728	0.01102782430110909	cpc54_18912	gbM
cpc54_18913.1	0.7850480878216431	0.004041966144308215	cpc54_18913	gbM
cpc54_18914.1	0.6027792048718654	0.5122606523744833	cpc54_18914	teM
cpc54_18915.1	0.8798275	0.01035277778	cpc54_18915	gbM
cpc54_18916.1	0.32717472960096855	0.03212203389864407	cpc54_18916	gbM
cpc54_18917.1	0.13857917470423892	0.07383655105973025	cpc54_18917	ambiguous
cpc54_18918.1	0.6500091598785045	0.006771282906251787	cpc54_18918	gbM
cpc54_18919.1	0.16680782363211008	0.011967354739663608	cpc54_18919	ambiguous
cpc54_1892.1	0.5857028582351969	0.008524832137036946	cpc54_1892	gbM
cpc54_18920.1	0.41503093850329215	0.0121645117151214	cpc54_18920	gbM
cpc54_18921.1	0.4931028623216255	0.005778018813770202	cpc54_18921	gbM
cpc54_18922.1	0.8478717451402169	0.006507719884579988	cpc54_18922	gbM
cpc54_18923.1	0.47696943600472974	0.01673089990881274	cpc54_18923	gbM
cpc54_18924.1	0.413793103454023	0.018019923372222222	cpc54_18924	gbM
cpc54_18925.1	0.7045788228738243	0.006516068868339819	cpc54_18925	gbM
cpc54_18926.1	0.1687453488	0.003212790698	cpc54_18926	ambiguous
cpc54_18926.2	0.2692755048665602	0.0030337410423105947	cpc54_18926	gbM
cpc54_18926.3	0.22124049382194627	0.0027216710485156136	cpc54_18926	gbM
cpc54_18927.1	0.9750000000000001	0.4380772727	cpc54_18927	teM
cpc54_18928.1	0.4924153645833333	0.007082020102961806	cpc54_18928	gbM
cpc54_18929.1	0.09154423077	0.005006451613	cpc54_18929	ambiguous
cpc54_1893.1	0.460095842569623	0.005261146656452328	cpc54_1893	gbM
cpc54_18930.1	0.01813181818	0.013432	cpc54_18930	UM
cpc54_18931.1	0.08508695652	0.007614814814999999	cpc54_18931	ambiguous
cpc54_18932.1	0.33113125	0.02588461538	cpc54_18932	gbM
cpc54_18933.1	0.20225	0.002068181818	cpc54_18933	gbM
cpc54_18934.1	0.5165090909	0.01552903226	cpc54_18934	gbM
cpc54_18934.2	0.5165090909	0.01375428571	cpc54_18934	gbM
cpc54_18935.1	0.41776385218612333	0.012744750367345816	cpc54_18935	gbM
cpc54_18936.1	0.006373076923	0.004778378378	cpc54_18936	UM
cpc54_18937.1	0.6591916667	0.4308322581	cpc54_18937	teM
cpc54_18938.1	0.3029071429	0.00618	cpc54_18938	gbM
cpc54_18939.1	0.1935833333	0.009444736842	cpc54_18939	ambiguous
cpc54_1894.1	0.12423309859154931	0.07349158450704227	cpc54_1894	ambiguous
cpc54_18940.1	0.5357787912759036	0.007057417786786996	cpc54_18940	gbM
cpc54_18941.1	0.3807539782566808	0.007954919150071488	cpc54_18941	gbM
cpc54_18942.1	0.7397071741850096	0.0072539325075788065	cpc54_18942	gbM
cpc54_18942.2	0.7431033842401501	0.007210078249719699	cpc54_18942	gbM
cpc54_18943.1	0.582825652654235	0.003214242676162971	cpc54_18943	gbM
cpc54_18944.1	0.3302254281188172	0.011566907347526884	cpc54_18944	gbM
cpc54_18944.2	0.4141704138506849	0.011761501556468799	cpc54_18944	gbM
cpc54_18944.3	0.3802801081485294	0.011322935493562093	cpc54_18944	gbM
cpc54_18944.4	0.4515635973970909	0.01409674367647273	cpc54_18944	gbM
cpc54_18945.1	0.007006266087516088	0.009636993115572716	cpc54_18945	UM
cpc54_18946.1	0.6717481424002257	0.003572619165785553	cpc54_18946	gbM
cpc54_18946.2	0.6707689741411098	0.003584757169746319	cpc54_18946	gbM
cpc54_18947.1	0.6497931969317174	0.008990160824588284	cpc54_18947	gbM
cpc54_18948.1	0.3243166585220492	0.007961494656901054	cpc54_18948	gbM
cpc54_18949.1	0.3687462690443213	0.0036706584275955677	cpc54_18949	gbM
cpc54_18949.2	0.4763366701045775	0.004465579630006036	cpc54_18949	gbM
cpc54_18949.3	0.5310451931713427	0.0035956857281750168	cpc54_18949	gbM
cpc54_1895.1	0.3315515226994919	0.010496252155446136	cpc54_1895	gbM
cpc54_1895.2	0.40992336474409546	0.012196372011255023	cpc54_1895	gbM
cpc54_1895.3	0	0	cpc54_1895	UM
cpc54_18950.1	0.6000473954447009	0.010727288678894017	cpc54_18950	gbM
cpc54_18951.1	0.01450909091	0.001541666667	cpc54_18951	UM
cpc54_18952.1	0.5318245794895118	0.0041686682498695915	cpc54_18952	gbM
cpc54_18953.1	0.9543536928857143	0.9543743683387756	cpc54_18953	teM
cpc54_18954.1	0.010381593385164993	0.003904994619799139	cpc54_18954	UM
cpc54_18955.1	0.009404281135985577	0	cpc54_18955	UM
cpc54_18956.1	0.17318401353739635	0.08357556089174664	cpc54_18956	ambiguous
cpc54_18957.1	0.34678712574850296	0.0030369964616766467	cpc54_18957	gbM
cpc54_18958.1	0.7765428571	0.008232758621	cpc54_18958	gbM
cpc54_18959.1	0.23474460362738417	0.0958022280870504	cpc54_18959	ambiguous
cpc54_1896.1	0.2338261905	0.004301075269	cpc54_1896	gbM
cpc54_18960.1	0	0.01586666667	cpc54_18960	UM
cpc54_18961.1	0.5854034646061814	0.005005615350897308	cpc54_18961	gbM
cpc54_18962.1	0.7536248338870432	0.00941646695473422	cpc54_18962	gbM
cpc54_18963.1	0.7171504775199382	0.03615933697255949	cpc54_18963	gbM
cpc54_18964.1	0.6096472635308481	0.00633442408409424	cpc54_18964	gbM
cpc54_18965.1	0.8589220023095889	0.007629838808374844	cpc54_18965	gbM
cpc54_18966.1	0.22311896687697166	0.0019824132492113566	cpc54_18966	gbM
cpc54_18967.1	0.7401030984314778	0.0035711866312859884	cpc54_18967	gbM
cpc54_18968.1	0.6652923750138198	0.009705229009481765	cpc54_18968	gbM
cpc54_18969.1	0.30875417590531556	0.0032935622609413066	cpc54_18969	gbM
cpc54_1897.1	0.6895137768354058	0.008699467247840851	cpc54_1897	gbM
cpc54_18970.1	0.7695898573437701	0.006897357868419595	cpc54_18970	gbM
cpc54_18970.2	0.7702015138490447	0.006875391760558386	cpc54_18970	gbM
cpc54_18970.3	0.8085104187934794	0.007619654178722363	cpc54_18970	gbM
cpc54_18970.4	0.8089770706407314	0.007596435323937023	cpc54_18970	gbM
cpc54_18971.1	0.28139524096372626	0.09222569967477329	cpc54_18971	ambiguous
cpc54_18972.1	0.046876817015214366	0.002721386236051497	cpc54_18972	UM
cpc54_18972.2	0.1394848968591426	0.0036917073019196176	cpc54_18972	ambiguous
cpc54_18973.1	0.30285462307912914	0.003041335156229665	cpc54_18973	gbM
cpc54_18974.1	0.4504166667	0.00122972973	cpc54_18974	gbM
cpc54_18974.2	0.1055375	0.004100598802	cpc54_18974	ambiguous
cpc54_18975.1	0.96455	0.8659461538	cpc54_18975	teM
cpc54_18976.1	0.6858522997169474	0.004724285125116844	cpc54_18976	gbM
cpc54_18976.2	0.723656793279872	0.004986605281556861	cpc54_18976	gbM
cpc54_18977.1	0.1712761905	0.001702564103	cpc54_18977	ambiguous
cpc54_18978.1	0.31194071126544587	0.0029519665605095544	cpc54_18978	gbM
cpc54_18979.1	0.7865721946221264	0.009208223216148115	cpc54_18979	gbM
cpc54_1898.1	0.36458030512858713	0.003940474473199011	cpc54_1898	gbM
cpc54_18980.1	0.2189272727	0.1143421053	cpc54_18980	ambiguous
cpc54_18981.1	0.012092628216920276	0.0010871277767937608	cpc54_18981	UM
cpc54_18982.1	0.6798161827993549	0.010315040322580646	cpc54_18982	gbM
cpc54_18983.1	0.64825	0.09255714286	cpc54_18983	ambiguous
cpc54_18984.1	0.01984722222	0	cpc54_18984	UM
cpc54_18985.1	0.14141	0.1275603175	cpc54_18985	ambiguous
cpc54_18986.1	0.5528266184378154	0.006899390024676676	cpc54_18986	gbM
cpc54_18987.1	0.3453826625386997	0.024096200701547988	cpc54_18987	gbM
cpc54_18988.1	0.4774682358876652	0.0049792283351262415	cpc54_18988	gbM
cpc54_18989.1	0.0179625	0.0011583333330000003	cpc54_18989	UM
cpc54_1899.1	0.08384241675598418	0.005706010551157269	cpc54_1899	ambiguous
cpc54_18990.1	0.507871875	0.283126087	cpc54_18990	ambiguous
cpc54_18991.1	0.2352577091815016	0.005259865109110501	cpc54_18991	gbM
cpc54_18992.1	0.3835537832628897	0.007915525458964259	cpc54_18992	gbM
cpc54_18993.1	0.8920499999999999	0.01165238095	cpc54_18993	gbM
cpc54_18994.1	0.08089977085242896	0.009510226474738771	cpc54_18994	ambiguous
cpc54_18995.1	0.5817325773745998	0.004472065101387406	cpc54_18995	gbM
cpc54_18996.1	0.04113875933868463	0.005740353558401743	cpc54_18996	UM
cpc54_18997.1	0.751784402634807	0.043723911180180194	cpc54_18997	gbM
cpc54_18998.1	0.19572410008342858	0.005609025547902857	cpc54_18998	ambiguous
cpc54_18998.2	0.17798236583799076	0.00553927957209411	cpc54_18998	ambiguous
cpc54_18999.1	0.7758219172986235	0.00513118643451342	cpc54_18999	gbM
cpc54_18999.2	0.778021173239225	0.005022715084532971	cpc54_18999	gbM
cpc54_19.1	0.5547616423795897	0.009555661333991052	cpc54_19	gbM
cpc54_190.1	0.41509394979803815	0.006628200307184651	cpc54_190	gbM
cpc54_1900.1	0.537892647042647	0.012763235294117646	cpc54_1900	gbM
cpc54_19000.1	0.5278111942489131	0.024277728560089463	cpc54_19000	gbM
cpc54_19001.1	0.1287897783240394	0.01581183360709655	cpc54_19001	ambiguous
cpc54_19001.2	0.13014763875258034	0.016029027372154822	cpc54_19001	ambiguous
cpc54_19002.1	0.1785737261146497	0.0023435951874808915	cpc54_19002	ambiguous
cpc54_19003.1	0.6526149236075369	0.34572585938267286	cpc54_19003	ambiguous
cpc54_19004.1	0.7487317215363511	0.593280108734856	cpc54_19004	teM
cpc54_19005.1	0.6246707316746722	0.00434818573725	cpc54_19005	gbM
cpc54_19006.1	0.7979627451	0.006774098361	cpc54_19006	gbM
cpc54_19007.1	0.05817282996432818	0.1108759690844233	cpc54_19007	ambiguous
cpc54_19008.1	0.01813333333	0.003563513514	cpc54_19008	UM
cpc54_19009.1	0.9597642857	0.6165714286	cpc54_19009	teM
cpc54_1901.1	0.4247369318181818	0.009951136363636363	cpc54_1901	gbM
cpc54_19010.1	0.6553547408962468	0.004776459125298346	cpc54_19010	gbM
cpc54_19010.2	0.6542928542985313	0.004808954859561941	cpc54_19010	gbM
cpc54_19011.1	0.6127154148783976	0.005219118582054363	cpc54_19011	gbM
cpc54_19012.1	0.32862441654087304	0.007903591050592547	cpc54_19012	gbM
cpc54_19012.2	0.3003794755216936	0.007686403261737863	cpc54_19012	gbM
cpc54_19013.1	0.0893575825346113	0.002876894015082002	cpc54_19013	ambiguous
cpc54_19014.1	0.6359069415720368	0.005904316890645143	cpc54_19014	gbM
cpc54_19015.1	0.4629715850826111	0.004840540598422484	cpc54_19015	gbM
cpc54_19016.1	0.2793503765227621	0.00792489977089173	cpc54_19016	gbM
cpc54_19017.1	0.24646455758426963	0.04941792578979775	cpc54_19017	gbM
cpc54_19018.1	0.4587057548399551	0.017448715859192825	cpc54_19018	gbM
cpc54_19019.1	0.26357387676934535	0.006795452192460847	cpc54_19019	gbM
cpc54_1902.1	0.01935	0.0034168141589999996	cpc54_1902	UM
cpc54_19020.1	0.008718918919	0	cpc54_19020	UM
cpc54_19021.1	0.9639333333	0.00595	cpc54_19021	gbM
cpc54_19022.1	0.8769244575765465	0.005116870457360278	cpc54_19022	gbM
cpc54_19023.1	0.8307692209601532	0.007816432524980842	cpc54_19023	gbM
cpc54_19023.2	0.8638675962972111	0.00812784417936255	cpc54_19023	gbM
cpc54_19024.1	0.44512901191944604	0.0067512378658757845	cpc54_19024	gbM
cpc54_19025.1	0.01572132505158178	0.004132617322229814	cpc54_19025	UM
cpc54_19026.1	0.5352710124573832	0.005129978193317757	cpc54_19026	gbM
cpc54_19027.1	0.84621	0.6844965517	cpc54_19027	teM
cpc54_19027.2	0.817375	0.6844965517	cpc54_19027	teM
cpc54_19028.1	0.509525	0.5170375	cpc54_19028	teM
cpc54_19029.1	0.23035896515118665	0.040926852991642	cpc54_19029	gbM
cpc54_1903.1	0.7898097110446094	0.003215182790397626	cpc54_1903	gbM
cpc54_19030.1	0.4972331420602965	0.005329547463995607	cpc54_19030	gbM
cpc54_19031.1	0.7219801161042373	0.006618748298618644	cpc54_19031	gbM
cpc54_19032.1	0.004628317459977143	0.009603466665885714	cpc54_19032	UM
cpc54_19033.1	0.9007417357058007	0.011151581209069266	cpc54_19033	gbM
cpc54_19034.1	0.010680090533675735	0.004197725876108844	cpc54_19034	UM
cpc54_19035.1	0.390635	0.005813513514	cpc54_19035	gbM
cpc54_19036.1	0.5047263323748751	0.0062092548730414	cpc54_19036	gbM
cpc54_19037.1	0.6362010261035014	0.007030980947242998	cpc54_19037	gbM
cpc54_19038.1	0.7830142527752324	0.008962447961819026	cpc54_19038	gbM
cpc54_19039.1	0	0.005839430894573171	cpc54_19039	UM
cpc54_1904.1	0.7223295455	0.005105960265	cpc54_1904	gbM
cpc54_19040.1	0.36494735452181165	0.012579066769703173	cpc54_19040	gbM
cpc54_19041.1	0.5317317890529883	0.012571941124671016	cpc54_19041	gbM
cpc54_19042.1	0.7004740601930785	0.008492218943863504	cpc54_19042	gbM
cpc54_19043.1	0.7638765538347518	0.005170277020998065	cpc54_19043	gbM
cpc54_19044.1	0.3242840468212258	0.0038730467191064517	cpc54_19044	gbM
cpc54_19045.1	0.7015677981209302	0.009685768218985924	cpc54_19045	gbM
cpc54_19046.1	0.31529986413043476	0.005171090388993083	cpc54_19046	gbM
cpc54_19047.1	0.7772252377192632	0.007554733082476491	cpc54_19047	gbM
cpc54_19048.1	0.48399726733847065	0.0060071805330527556	cpc54_19048	gbM
cpc54_19048.2	0.4788876187683284	0.0059437616183343105	cpc54_19048	gbM
cpc54_19049.1	0.9543677083333334	0.8516051058492063	cpc54_19049	teM
cpc54_1905.1	0.1627539111152027	0.16091576580270273	cpc54_1905	ambiguous
cpc54_1905.2	0.1678576923	0.1537043478	cpc54_1905	ambiguous
cpc54_19050.1	0.9903076923	0.8382266667	cpc54_19050	teM
cpc54_19051.1	0.008767424242	0.001614925373	cpc54_19051	UM
cpc54_19052.1	0.01109433962	0.0064986111110000005	cpc54_19052	UM
cpc54_19053.1	0.9565458756345178	0.9072060641677665	cpc54_19053	teM
cpc54_19054.1	0.8322915885111373	0.0036177725674091435	cpc54_19054	gbM
cpc54_19055.1	0.4631307619610629	0.011058988859915747	cpc54_19055	gbM
cpc54_19056.1	0.27727380287513287	0.008057834429449276	cpc54_19056	gbM
cpc54_19056.2	0.2661828507601276	0.00753668047256116	cpc54_19056	gbM
cpc54_19057.1	0.4097512993352697	0.002620831658624854	cpc54_19057	gbM
cpc54_19057.2	0.4327281696760554	0.0025232160325135444	cpc54_19057	gbM
cpc54_19057.3	0.4083152550618984	0.0026116465009427573	cpc54_19057	gbM
cpc54_19058.1	0.026695739658118237	0.0045492278444796	cpc54_19058	UM
cpc54_19058.2	0.028590285869608663	0.005521417686278102	cpc54_19058	UM
cpc54_19059.1	0.6355467429737417	0.00380684525224621	cpc54_19059	gbM
cpc54_1906.1	0.01311666667	0.002672727273	cpc54_1906	UM
cpc54_19060.1	0.1368626464388196	0.016977421520283597	cpc54_19060	ambiguous
cpc54_19060.2	0.14243964855141467	0.01766923274963436	cpc54_19060	ambiguous
cpc54_19061.1	0.8080666667	0.91575	cpc54_19061	teM
cpc54_19062.1	0.806887637646696	0.03904225713651982	cpc54_19062	gbM
cpc54_19063.1	0.229379515796739	0.004504448798442308	cpc54_19063	gbM
cpc54_19064.1	0.7363066002515692	0.006509957785022021	cpc54_19064	gbM
cpc54_19065.1	0.7097158314927465	0.012055439671737398	cpc54_19065	gbM
cpc54_19066.1	0.5682067876196613	0.006730106712330981	cpc54_19066	gbM
cpc54_19067.1	0.5394193788607168	0.008394752149541936	cpc54_19067	gbM
cpc54_19068.1	0	0.029758056556570395	cpc54_19068	UM
cpc54_19069.1	0.08192533912263844	0.031187526740464173	cpc54_19069	ambiguous
cpc54_1907.1	0.6337563448656938	0.0071575539728710525	cpc54_1907	gbM
cpc54_19070.1	0.4032888057324841	0.008882546633449043	cpc54_19070	gbM
cpc54_19071.1	0.3655977233707474	0.007553503006925259	cpc54_19071	gbM
cpc54_19072.1	0.4288980769	0.002258730159	cpc54_19072	gbM
cpc54_19073.1	0.48184743872003266	0.026747314739406627	cpc54_19073	gbM
cpc54_19074.1	0.2084537325905292	0.017352039980373258	cpc54_19074	gbM
cpc54_19075.1	0.25451626102152225	0.0433033024205433	cpc54_19075	gbM
cpc54_19076.1	0.7646339453963016	0.008011577761675676	cpc54_19076	gbM
cpc54_19077.1	0.007399094761171033	0.0021705872283112482	cpc54_19077	UM
cpc54_19078.1	0.03141185158501441	0.0011028211740187319	cpc54_19078	UM
cpc54_19079.1	0.008016828479320389	0.0030811003236245957	cpc54_19079	UM
cpc54_1908.1	0.7621746158155072	0.005922416937791281	cpc54_1908	gbM
cpc54_19080.1	0.8225404273649438	0.02028697554652697	cpc54_19080	gbM
cpc54_19081.1	0.34494497685511044	0.00922776661970103	cpc54_19081	gbM
cpc54_19082.1	0.6620176348745564	0.00807097125615369	cpc54_19082	gbM
cpc54_19083.1	0.0835875	0.003173333333	cpc54_19083	ambiguous
cpc54_19084.1	0.06748805740865334	0.0037154158728413336	cpc54_19084	ambiguous
cpc54_19085.1	0	0.0018150375939714285	cpc54_19085	UM
cpc54_19086.1	0.006731048867699643	0.00345377384837068	cpc54_19086	UM
cpc54_19086.2	0.016145684523809524	0.003397591259833333	cpc54_19086	UM
cpc54_19087.1	0.3866648148	0.002118604651	cpc54_19087	gbM
cpc54_19088.1	0.08041508438818565	0.009336573236392405	cpc54_19088	ambiguous
cpc54_19088.2	0.1373406313645621	0.009013311026578411	cpc54_19088	ambiguous
cpc54_19089.1	0.5811179056996478	0.013844238549978169	cpc54_19089	gbM
cpc54_1909.1	0.058783173391178445	0.004776217362035691	cpc54_1909	ambiguous
cpc54_19090.1	0.4542269231	0.004888311688	cpc54_19090	gbM
cpc54_19091.1	0.8153316103538748	0.03309684772378508	cpc54_19091	gbM
cpc54_19091.2	0.8155520482625672	0.03314219150681716	cpc54_19091	gbM
cpc54_19092.1	0.650262793961193	0.005937117788723713	cpc54_19092	gbM
cpc54_19093.1	0	0.0055194083693428575	cpc54_19093	UM
cpc54_19094.1	0.826923008256372	0.0077711402959613944	cpc54_19094	gbM
cpc54_19095.1	0.48311400000000004	0.0038637362639999994	cpc54_19095	gbM
cpc54_19096.1	0.4979596602180204	0.0058159992997283486	cpc54_19096	gbM
cpc54_19096.2	0.4958650472940578	0.005749982619065845	cpc54_19096	gbM
cpc54_19096.3	0.5003228178854584	0.006516651843095363	cpc54_19096	gbM
cpc54_19097.1	0.07218166133780177	0.0034544589969104714	cpc54_19097	ambiguous
cpc54_19097.2	0.07215552897414673	0.0033382281462073365	cpc54_19097	ambiguous
cpc54_19098.1	0.6547747018834753	0.011170272572402044	cpc54_19098	gbM
cpc54_19099.1	0.6947735904157666	0.005949976852469273	cpc54_19099	gbM
cpc54_191.1	0.5913125354919149	0.0029637534098297873	cpc54_191	gbM
cpc54_1910.1	0.20459981071923822	0.032593698577448676	cpc54_1910	gbM
cpc54_19100.1	0.6185328287752182	0.0160716343026714	cpc54_19100	gbM
cpc54_19101.1	0.0727242502296226	0.008077097901177884	cpc54_19101	ambiguous
cpc54_19102.1	0.2605391331542554	0.00822697222550706	cpc54_19102	gbM
cpc54_19102.2	0.24911151920197352	0.008009368909818411	cpc54_19102	gbM
cpc54_19103.1	0.5099500305861858	0.006355085038009169	cpc54_19103	gbM
cpc54_19104.1	0.7483462963	0.004766666667	cpc54_19104	gbM
cpc54_19105.1	0.009181818182	0.03678333333	cpc54_19105	UM
cpc54_19105.2	0.009181818182	0.03678333333	cpc54_19105	UM
cpc54_19106.1	0.34216026957638	0.00453553701329525	cpc54_19106	gbM
cpc54_19107.1	0.0035183006535947714	0.001301062091503268	cpc54_19107	UM
cpc54_19108.1	0.4927017047512195	0.0013642533937058823	cpc54_19108	gbM
cpc54_19108.2	0.4969595972145275	0.0013514768270634753	cpc54_19108	gbM
cpc54_19109.1	0.8462999928268988	0.008091138066132006	cpc54_19109	gbM
cpc54_1911.1	0.07687920646067416	0.005952154037907865	cpc54_1911	ambiguous
cpc54_1911.2	0.07686871492704826	0.005984443676720539	cpc54_1911	ambiguous
cpc54_19110.1	0.3396885278296774	0.002672942925192473	cpc54_19110	gbM
cpc54_19111.1	0.7327847917349822	0.0076083720148515605	cpc54_19111	gbM
cpc54_19112.1	0.7466446867896812	0.010294919866531879	cpc54_19112	gbM
cpc54_19113.1	0.607005	0.008219047619	cpc54_19113	gbM
cpc54_19114.1	0.786194883827963	0.005899467521805556	cpc54_19114	gbM
cpc54_19115.1	0.8069364726822335	0.0106583168732798	cpc54_19115	gbM
cpc54_19116.1	0.007044161073825503	0.010124698597124832	cpc54_19116	UM
cpc54_19117.1	0.0863810344670977	0.015974137106839082	cpc54_19117	ambiguous
cpc54_19118.1	0.8891824298767838	0.00844666063371672	cpc54_19118	gbM
cpc54_19119.1	0.29858986013986016	0.012522804973636364	cpc54_19119	gbM
cpc54_1912.1	0.01425945946	0.001457407407	cpc54_1912	UM
cpc54_19120.1	0.391007634655119	0.00503410961607545	cpc54_19120	gbM
cpc54_19121.1	0	0	cpc54_19121	UM
cpc54_19122.1	0.5558782747667732	0.0033030138444515435	cpc54_19122	gbM
cpc54_19123.1	0.01478469388	0.004428440367	cpc54_19123	UM
cpc54_19124.1	0.6901670241279491	0.007394912371652815	cpc54_19124	gbM
cpc54_19125.1	0.7076704996858191	0.006432286811724326	cpc54_19125	gbM
cpc54_19125.2	0.707338173598224	0.0071750112267826086	cpc54_19125	gbM
cpc54_19126.1	0.5696681847459847	0.007135009239032307	cpc54_19126	gbM
cpc54_19127.1	0	0	cpc54_19127	UM
cpc54_19128.1	0.293375	0.004663636364	cpc54_19128	gbM
cpc54_19129.1	0.4694333333	0.3447363636	cpc54_19129	ambiguous
cpc54_1913.1	0.6533373437506388	0.009156080585413888	cpc54_1913	gbM
cpc54_19130.1	0.5264214825833333	0.008052603417056214	cpc54_19130	gbM
cpc54_19131.1	0.012022312613679599	0.1835206812702378	cpc54_19131	ambiguous
cpc54_19131.2	0.014459279891304345	0.17406056295410327	cpc54_19131	ambiguous
cpc54_19132.1	0.9945071428999999	0.9219428571	cpc54_19132	teM
cpc54_19133.1	0.36023697033898305	0.013243907293739409	cpc54_19133	gbM
cpc54_19134.1	0.27654375	0.01338181818	cpc54_19134	gbM
cpc54_19135.1	0.25169193354163705	0.004568856197451957	cpc54_19135	gbM
cpc54_19136.1	0.7271657943107714	0.006099165472759826	cpc54_19136	gbM
cpc54_19137.1	0.006040335463258786	0.007076503048738019	cpc54_19137	UM
cpc54_19138.1	0.010017647060000003	0.002155172414	cpc54_19138	UM
cpc54_19139.1	0.007957407407	0	cpc54_19139	UM
cpc54_1914.1	0.01778605769192308	0.01615996403678154	cpc54_1914	UM
cpc54_19140.1	0.04744602446165137	8.159021406458715e-4	cpc54_19140	UM
cpc54_19141.1	0.7130726278293367	0.006233160861753104	cpc54_19141	gbM
cpc54_19142.1	0.01656666667	0.002596850394	cpc54_19142	UM
cpc54_19142.2	0.01566402439	0.002596850394	cpc54_19142	UM
cpc54_19143.1	0.6230424504765717	0.003930669048406679	cpc54_19143	gbM
cpc54_19144.1	0.4229551393242805	0.005114859125935252	cpc54_19144	gbM
cpc54_19145.1	0.7501760486329874	0.006280772023286044	cpc54_19145	gbM
cpc54_19146.1	0.3123746451894454	0.017304200525137745	cpc54_19146	gbM
cpc54_19147.1	0.005677906977000001	0.0035418918919999996	cpc54_19147	UM
cpc54_19148.1	0.2007805300708257	0.006489484827229358	cpc54_19148	gbM
cpc54_19149.1	0.6854227128082283	0.005716822193554484	cpc54_19149	gbM
cpc54_19149.2	0.6668787016711396	0.005496035724902224	cpc54_19149	gbM
cpc54_1915.1	0.6348192628898937	0.8994547428787234	cpc54_1915	teM
cpc54_19150.1	0.17932219622422588	0.0021370775146684886	cpc54_19150	ambiguous
cpc54_19151.1	0	0.008690428046398897	cpc54_19151	UM
cpc54_19151.2	0	0.009129286675143143	cpc54_19151	UM
cpc54_19152.1	0.059888331131762215	0.014106707198089173	cpc54_19152	ambiguous
cpc54_19153.1	0.05807692308	0.001633333333	cpc54_19153	ambiguous
cpc54_19154.1	0.025746666669999998	0.005605714286	cpc54_19154	UM
cpc54_19155.1	0.7266015148861646	0.0048616608287793345	cpc54_19155	gbM
cpc54_19156.1	0.3141916667	0	cpc54_19156	gbM
cpc54_19156.2	0.6477858587451519	0.003394672636777091	cpc54_19156	gbM
cpc54_19156.3	0.71744789381874	0.0038133428872285102	cpc54_19156	gbM
